Survived,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Embarked_C,Embarked_Q,Embarked_S,Title_Dr.,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Other,Title_Rev.,TicketNumber,TicketHasPort
0,135,2,1,25.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,29178,1
1,196,1,0,58.0,0,0,146.5208,1,1,0,0,0,0,1,0,0,0,0,17569,1
1,377,3,0,22.0,0,0,7.25,0,0,0,1,0,0,1,0,0,0,0,7077,1
1,745,3,1,31.0,0,0,7.925,0,0,0,1,0,0,0,1,0,0,0,3101288,1
0,729,2,1,25.0,1,0,26.0,0,0,0,1,0,0,0,1,0,0,0,236853,0
1,661,1,1,50.0,2,0,133.65,0,0,0,1,1,0,0,0,0,0,0,17611,1
0,437,3,0,21.0,2,2,34.375,0,0,0,1,0,0,1,0,0,0,0,6608,1
1,9,3,0,27.0,0,2,11.1333,0,0,0,1,0,0,0,0,1,0,0,347742,0
0,835,3,1,18.0,0,0,8.3,0,0,0,1,0,0,0,1,0,0,0,2223,0
0,794,1,1,29.355520000000002,0,0,30.6958,0,1,0,0,0,0,0,1,0,0,0,17600,1
0,891,3,1,32.0,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,370376,0
0,851,3,1,4.0,4,2,31.275,0,0,0,1,0,1,0,0,0,0,0,347082,0
1,854,1,0,16.0,0,1,39.4,1,0,0,1,0,0,1,0,0,0,0,17592,1
0,552,2,1,27.0,0,0,26.0,0,0,0,1,0,0,0,1,0,0,0,244358,0
1,671,2,0,40.0,1,1,39.0,0,0,0,1,0,0,0,0,1,0,0,29750,0
0,228,3,1,20.5,0,0,7.25,0,0,0,1,0,0,0,1,0,0,0,21173,1
1,763,3,1,20.0,0,0,7.2292,0,1,0,0,0,0,0,1,0,0,0,2663,0
0,591,3,1,35.0,0,0,7.125,0,0,0,1,0,0,0,1,0,0,0,3101273,1
0,155,3,1,29.355520000000002,0,0,7.3125,0,0,0,1,0,0,0,1,0,0,0,265302,1
0,104,3,1,33.0,0,0,8.6542,0,0,0,1,0,0,0,1,0,0,0,7540,0
0,443,3,1,25.0,1,0,7.775,0,0,0,1,0,0,0,1,0,0,0,347076,0
1,592,1,0,52.0,1,0,78.2667,1,1,0,0,0,0,0,0,1,0,0,36947,0
0,584,1,1,36.0,0,0,40.125,1,1,0,0,0,0,0,1,0,0,0,13049,0
0,277,3,0,45.0,0,0,7.75,0,0,0,1,0,0,1,0,0,0,0,347073,0
1,514,1,0,54.0,1,0,59.4,0,1,0,0,0,0,0,0,1,0,0,17603,1
1,83,3,0,29.355520000000002,0,0,7.7875,0,0,1,0,0,0,1,0,0,0,0,330932,0
1,856,3,0,18.0,0,1,9.35,0,0,0,1,0,0,0,0,1,0,0,392091,0
1,390,2,0,17.0,0,0,12.0,0,1,0,0,0,0,1,0,0,0,0,1748,1
0,579,3,0,29.355520000000002,1,0,14.4583,0,1,0,0,0,0,0,0,1,0,0,2689,0
0,500,3,1,24.0,0,0,7.7958,0,0,0,1,0,0,0,1,0,0,0,350035,0
0,412,3,1,29.355520000000002,0,0,6.8583,0,0,1,0,0,0,0,1,0,0,0,394140,0
0,687,3,1,14.0,4,1,39.6875,0,0,0,1,0,0,0,1,0,0,0,3101295,0
0,73,2,1,21.0,0,0,73.5,0,0,0,1,0,0,0,1,0,0,0,14879,1
0,887,2,1,27.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,1,211536,0
0,503,3,0,29.355520000000002,0,0,7.6292,0,0,1,0,0,0,1,0,0,0,0,330909,0
0,41,3,0,40.0,1,0,9.475,0,0,0,1,0,0,0,0,1,0,0,7546,0
1,654,3,0,29.355520000000002,0,0,7.8292,0,0,1,0,0,0,1,0,0,0,0,330919,0
1,484,3,0,63.0,0,0,9.5875,0,0,0,1,0,0,0,0,1,0,0,4134,0
0,426,3,1,29.355520000000002,0,0,7.25,0,0,0,1,0,0,0,1,0,0,0,34244,1
1,438,2,0,24.0,2,3,18.75,0,0,0,1,0,0,0,0,1,0,0,29106,0
0,625,3,1,21.0,0,0,16.1,0,0,0,1,0,0,0,1,0,0,0,54636,0
0,114,3,0,20.0,1,0,9.825,0,0,0,1,0,0,1,0,0,0,0,4136,0
0,614,3,1,29.355520000000002,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,370377,0
1,731,1,0,29.0,0,0,211.3375,1,0,0,1,0,0,1,0,0,0,0,24160,0
0,675,2,1,29.355520000000002,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,239856,0
0,712,1,1,29.355520000000002,0,0,26.55,1,0,0,1,0,0,0,1,0,0,0,113028,0
0,657,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349223,0
0,848,3,1,35.0,0,0,7.8958,0,1,0,0,0,0,0,1,0,0,0,349213,0
0,809,2,1,39.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,248723,0
1,577,2,0,34.0,0,0,13.0,0,0,0,1,0,0,1,0,0,0,0,243880,0
0,343,2,1,28.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,248740,0
0,252,3,0,29.0,1,1,10.4625,1,0,0,1,0,0,0,0,1,0,0,347054,0
0,518,3,1,29.355520000000002,0,0,24.15,0,0,1,0,0,0,0,1,0,0,0,371110,0
0,515,3,1,24.0,0,0,7.4958,0,0,0,1,0,0,0,1,0,0,0,349209,0
0,327,3,1,61.0,0,0,6.2375,0,0,0,1,0,0,0,1,0,0,0,345364,0
0,144,3,1,19.0,0,0,6.75,0,0,1,0,0,0,0,1,0,0,0,365222,0
0,629,3,1,26.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349224,0
0,469,3,1,29.355520000000002,0,0,7.725,0,0,1,0,0,0,0,1,0,0,0,36209,0
1,199,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,0,1,0,0,0,0,370370,0
1,459,2,0,50.0,0,0,10.5,0,0,0,1,0,0,1,0,0,0,0,13531,1
1,485,1,1,25.0,1,0,91.0792,1,1,0,0,0,0,0,1,0,0,0,11967,0
1,349,3,1,3.0,1,1,15.9,0,0,0,1,0,1,0,0,0,0,0,37671,1
0,716,3,1,19.0,0,0,7.65,1,0,0,1,0,0,0,1,0,0,0,348124,0
0,742,1,1,36.0,1,0,78.85,1,0,0,1,0,0,0,1,0,0,0,19877,0
0,520,3,1,32.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349242,0
1,764,1,0,36.0,1,2,120.0,1,0,0,1,0,0,0,0,1,0,0,113760,0
0,19,3,0,31.0,1,0,18.0,0,0,0,1,0,0,0,0,1,0,0,345763,0
0,563,2,1,28.0,0,0,13.5,0,0,0,1,0,0,0,1,0,0,0,218629,0
1,331,3,0,29.355520000000002,2,0,23.25,0,0,1,0,0,0,1,0,0,0,0,367226,0
0,251,3,1,29.355520000000002,0,0,7.25,0,0,0,1,0,0,0,1,0,0,0,362316,0
1,850,1,0,29.355520000000002,1,0,89.1042,1,1,0,0,0,0,0,0,1,0,0,17453,0
1,778,3,0,5.0,0,0,12.475,0,0,0,1,0,0,1,0,0,0,0,364516,0
1,458,1,0,29.355520000000002,1,0,51.8625,1,0,0,1,0,0,0,0,1,0,0,17464,0
0,457,1,1,65.0,0,0,26.55,1,0,0,1,0,0,0,1,0,0,0,13509,0
1,433,2,0,42.0,1,0,26.0,0,0,0,1,0,0,0,0,1,0,0,3085,1
1,743,1,0,21.0,2,2,262.375,1,1,0,0,0,0,1,0,0,0,0,17608,1
1,741,1,1,29.355520000000002,0,0,30.0,1,0,0,1,0,0,0,1,0,0,0,16988,0
1,234,3,0,5.0,4,2,31.3875,0,0,0,1,0,0,1,0,0,0,0,347077,0
1,57,2,0,21.0,0,0,10.5,0,0,0,1,0,0,1,0,0,0,0,31026,1
0,816,1,1,29.355520000000002,0,0,0.0,1,0,0,1,0,0,0,1,0,0,0,112058,0
1,56,1,1,29.355520000000002,0,0,35.5,1,0,0,1,0,0,0,1,0,0,0,19947,0
0,169,1,1,29.355520000000002,0,0,25.925,0,0,0,1,0,0,0,1,0,0,0,17318,1
0,168,3,0,45.0,1,4,27.9,0,0,0,1,0,0,0,0,1,0,0,347088,0
0,158,3,1,30.0,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,392090,1
1,270,1,0,35.0,0,0,135.6333,1,0,0,1,0,0,1,0,0,0,0,17760,1
0,243,2,1,29.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,14263,1
0,240,2,1,33.0,0,0,12.275,0,0,0,1,0,0,0,1,0,0,0,1585,1
0,177,3,1,29.355520000000002,3,1,25.4667,0,0,0,1,0,1,0,0,0,0,0,4133,0
1,608,1,1,27.0,0,0,30.5,0,0,0,1,0,0,0,1,0,0,0,113804,0
0,587,2,1,47.0,0,0,15.0,0,0,0,1,0,0,0,1,0,0,0,237565,0
1,508,1,1,29.355520000000002,0,0,26.55,0,0,0,1,0,0,0,1,0,0,0,111427,0
1,648,1,1,56.0,0,0,35.5,1,1,0,0,0,0,0,0,0,1,0,13213,0
0,255,3,0,41.0,0,2,20.2125,0,0,0,1,0,0,0,0,1,0,0,370129,0
0,602,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349214,0
0,136,2,1,23.0,0,0,15.0458,0,1,0,0,0,0,0,1,0,0,0,2133,1
0,464,2,1,48.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,234360,0
1,570,3,1,32.0,0,0,7.8542,0,0,0,1,0,0,0,1,0,0,0,350417,0
1,126,3,1,12.0,1,0,11.2417,0,1,0,0,0,1,0,0,0,0,0,2651,0
1,721,2,0,6.0,0,1,33.0,0,0,0,1,0,0,1,0,0,0,0,248727,0
0,31,1,1,40.0,0,0,27.7208,0,1,0,0,0,0,0,0,0,1,0,17601,1
0,261,3,1,29.355520000000002,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,384461,0
0,621,3,1,27.0,1,0,14.4542,0,1,0,0,0,0,0,1,0,0,0,2659,0
0,838,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,392092,0
0,68,3,1,19.0,0,0,8.1583,0,0,0,1,0,0,0,1,0,0,0,3464,1
1,392,3,1,21.0,0,0,7.7958,0,0,0,1,0,0,0,1,0,0,0,350034,0
1,450,1,1,52.0,0,0,30.5,1,0,0,1,0,0,0,0,0,1,0,113786,0
0,873,1,1,33.0,0,0,5.0,1,0,0,1,0,0,0,1,0,0,0,695,0
1,11,3,0,4.0,1,1,16.7,1,0,0,1,0,0,1,0,0,0,0,9549,1
1,187,3,0,29.355520000000002,1,0,15.5,0,0,1,0,0,0,0,0,1,0,0,370365,0
0,795,3,1,25.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349203,0
1,780,1,0,43.0,0,1,211.3375,1,0,0,1,0,0,0,0,1,0,0,24160,0
0,509,3,1,28.0,0,0,22.525,0,0,0,1,0,0,0,1,0,0,0,4001,1
0,285,1,1,29.355520000000002,0,0,26.0,1,0,0,1,0,0,0,1,0,0,0,113056,0
0,34,2,1,66.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,24579,1
0,172,3,1,4.0,4,1,29.125,0,0,1,0,0,1,0,0,0,0,0,382652,0
1,447,2,0,13.0,0,1,19.5,0,0,0,1,0,0,1,0,0,0,0,250644,0
0,537,1,1,45.0,0,0,26.55,1,0,0,1,0,0,0,0,0,1,0,113050,0
0,386,2,1,18.0,0,0,73.5,0,0,0,1,0,0,0,1,0,0,0,14879,1
0,410,3,0,29.355520000000002,3,1,25.4667,0,0,0,1,0,0,1,0,0,0,0,4133,0
1,371,1,1,25.0,1,0,55.4417,1,1,0,0,0,0,0,1,0,0,0,11765,0
0,556,1,1,62.0,0,0,26.55,0,0,0,1,0,0,0,1,0,0,0,113807,0
0,730,3,0,25.0,1,0,7.925,0,0,0,1,0,0,1,0,0,0,0,3101271,1
0,416,3,0,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,0,1,0,0,343095,0
0,77,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349208,0
0,365,3,1,29.355520000000002,1,0,15.5,0,0,1,0,0,0,0,1,0,0,0,370365,0
0,562,3,1,40.0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349251,0
1,287,3,1,30.0,0,0,9.5,0,0,0,1,0,0,0,1,0,0,0,345774,0
0,127,3,1,29.355520000000002,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,370372,0
0,64,3,1,4.0,3,2,27.9,0,0,0,1,0,1,0,0,0,0,0,347088,0
1,80,3,0,30.0,0,0,12.475,0,0,0,1,0,0,1,0,0,0,0,364516,0
0,879,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349217,0
0,88,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,392086,1
1,191,2,0,32.0,0,0,13.0,0,0,0,1,0,0,0,0,1,0,0,234604,0
0,860,3,1,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,0,1,0,0,0,2629,0
0,244,3,1,22.0,0,0,7.125,0,0,0,1,0,0,0,1,0,0,0,3101275,1
0,74,3,1,26.0,1,0,14.4542,0,1,0,0,0,0,0,1,0,0,0,2680,0
1,268,3,1,25.0,1,0,7.775,0,0,0,1,0,0,0,1,0,0,0,347083,0
0,148,3,0,9.0,2,2,34.375,0,0,0,1,0,0,1,0,0,0,0,6608,1
0,118,2,1,29.0,1,0,21.0,0,0,0,1,0,0,0,1,0,0,0,11668,0
0,87,3,1,16.0,1,3,34.375,0,0,0,1,0,0,0,1,0,0,0,6608,1
0,814,3,0,6.0,4,2,31.275,0,0,0,1,0,0,1,0,0,0,0,347082,0
1,10,2,0,14.0,1,0,30.0708,0,1,0,0,0,0,0,0,1,0,0,237736,0
0,120,3,0,2.0,4,2,31.275,0,0,0,1,0,0,1,0,0,0,0,347082,0
1,829,3,1,29.355520000000002,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,367228,0
0,406,2,1,34.0,1,0,21.0,0,0,0,1,0,0,0,1,0,0,0,28664,0
0,419,2,1,30.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,28228,0
1,299,1,1,29.355520000000002,0,0,30.5,1,0,0,1,0,0,0,1,0,0,0,19988,0
1,711,1,0,24.0,0,0,49.5042,1,1,0,0,0,0,0,0,0,1,0,17482,1
1,601,2,0,24.0,2,1,27.0,0,0,0,1,0,0,0,0,1,0,0,243847,0
0,842,2,1,16.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,3,1
0,475,3,0,22.0,0,0,9.8375,0,0,0,1,0,0,1,0,0,0,0,7553,0
0,452,3,1,29.355520000000002,1,0,19.9667,0,0,0,1,0,0,0,1,0,0,0,65303,0
0,313,2,0,26.0,1,1,26.0,0,0,0,1,0,0,0,0,1,0,0,250651,0
0,593,3,1,47.0,0,0,7.25,0,0,0,1,0,0,0,1,0,0,0,3902,1
0,532,3,1,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,0,1,0,0,0,2641,0
1,29,3,0,29.355520000000002,0,0,7.8792,0,0,1,0,0,0,1,0,0,0,0,330959,0
0,820,3,1,10.0,3,2,27.9,0,0,0,1,0,1,0,0,0,0,0,347088,0
0,744,3,1,24.0,1,0,16.1,0,0,0,1,0,0,0,1,0,0,0,376566,0
0,512,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,3101316,1
1,470,3,0,0.75,2,1,19.2583,0,1,0,0,0,0,1,0,0,0,0,2666,0
0,206,3,0,2.0,0,1,10.4625,1,0,0,1,0,0,1,0,0,0,0,347054,0
1,755,2,0,48.0,1,2,65.0,0,0,0,1,0,0,0,0,1,0,0,220845,0
1,781,3,0,13.0,0,0,7.2292,0,1,0,0,0,0,1,0,0,0,0,2687,0
1,33,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,0,1,0,0,0,0,335677,0
1,571,2,1,62.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,752,1
0,746,1,1,70.0,1,1,71.0,1,0,0,1,0,0,0,0,0,1,0,5735,1
0,294,3,0,24.0,0,0,8.85,0,0,0,1,0,0,1,0,0,0,0,349236,0
1,208,3,1,26.0,0,0,18.7875,0,1,0,0,0,0,0,1,0,0,0,2699,0
0,154,3,1,40.5,0,2,14.5,0,0,0,1,0,0,0,1,0,0,0,851,1
0,267,3,1,16.0,4,1,39.6875,0,0,0,1,0,0,0,1,0,0,0,3101295,0
1,317,2,0,24.0,1,0,26.0,0,0,0,1,0,0,0,0,1,0,0,244367,0
0,620,2,1,26.0,0,0,10.5,0,0,0,1,0,0,0,1,0,0,0,31028,0
1,559,1,0,39.0,1,1,79.65,1,0,0,1,0,0,0,0,1,0,0,110413,0
1,37,3,1,29.355520000000002,0,0,7.2292,0,1,0,0,0,0,0,1,0,0,0,2677,0
0,265,3,0,29.355520000000002,0,0,7.75,0,0,1,0,0,0,1,0,0,0,0,382649,0
0,477,2,1,34.0,1,0,21.0,0,0,0,1,0,0,0,1,0,0,0,31027,0
1,219,1,0,32.0,0,0,76.2917,1,1,0,0,0,0,1,0,0,0,0,11813,0
0,30,3,1,29.355520000000002,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,349216,0
0,853,3,0,9.0,1,1,15.2458,0,1,0,0,0,0,1,0,0,0,0,2678,0
0,409,3,1,21.0,0,0,7.775,0,0,0,1,0,0,0,1,0,0,0,312992,0
1,328,2,0,36.0,0,0,13.0,1,0,0,1,0,0,0,0,1,0,0,28551,0
0,321,3,1,22.0,0,0,7.25,0,0,0,1,0,0,0,1,0,0,0,21172,1
1,22,2,1,34.0,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,248698,0
1,110,3,0,29.355520000000002,1,0,24.15,0,0,1,0,0,0,1,0,0,0,0,371110,0
1,490,3,1,9.0,1,1,15.9,0,0,0,1,0,1,0,0,0,0,0,37671,1
0,315,2,1,43.0,1,1,26.25,0,0,0,1,0,0,0,1,0,0,0,13529,1
1,162,2,0,40.0,0,0,15.75,0,0,0,1,0,0,0,0,1,0,0,33595,1
0,736,3,1,28.5,0,0,16.1,0,0,0,1,0,0,0,1,0,0,0,54636,0
0,543,3,0,11.0,4,2,31.275,0,0,0,1,0,0,1,0,0,0,0,347082,0
1,3,3,0,26.0,0,0,7.925,0,0,0,1,0,0,1,0,0,0,0,3101282,1
0,767,1,1,29.355520000000002,0,0,39.6,0,1,0,0,1,0,0,0,0,0,0,112379,0
0,533,3,1,17.0,1,1,7.2292,0,1,0,0,0,0,0,1,0,0,0,2690,0
0,667,2,1,25.0,0,0,13.0,0,0,0,1,0,0,0,1,0,0,0,234686,0
1,335,1,0,29.355520000000002,1,0,133.65,0,0,0,1,0,0,0,0,1,0,0,17611,1
0,585,3,1,29.355520000000002,0,0,8.7125,0,1,0,0,0,0,0,1,0,0,0,3411,0
0,27,3,1,29.355520000000002,0,0,7.225,0,1,0,0,0,0,0,1,0,0,0,2631,0
0,564,3,1,29.355520000000002,0,0,8.05,0,0,0,1,0,0,0,1,0,0,0,392082,1
0,117,3,1,70.5,0,0,7.75,0,0,1,0,0,0,0,1,0,0,0,370369,0
0,834,3,1,23.0,0,0,7.8542,0,0,0,1,0,0,0,1,0,0,0,347468,0
1,461,1,1,48.0,0,0,26.55,1,0,0,1,0,0,0,1,0,0,0,19952,0
1,395,3,0,24.0,0,2,16.7,1,0,0,1,0,0,0,0,1,0,0,9549,1
1,82,3,1,29.0,0,0,9.5,0,0,0,1,0,0,0,1,0,0,0,345779,0
1,2,1,0,38.0,1,0,71.2833,1,1,0,0,0,0,0,0,1,0,0,17599,1
